codepoints_hex,emoji,description
1F469 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF,👩🏻‍❤️‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone"
1F469 1F3FB 200D 2764 200D 1F468 1F3FF,👩🏻‍❤‍👨🏿,"couple with heart: woman, man, light skin tone, dark skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB,👩🏼‍❤️‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone"
1F469 1F3FC 200D 2764 200D 1F468 1F3FB,👩🏼‍❤‍👨🏻,"couple with heart: woman, man, medium-light skin tone, light skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC,👩🏼‍❤️‍👨🏼,"couple with heart: woman, man, medium-light skin tone"
1F469 1F3FC 200D 2764 200D 1F468 1F3FC,👩🏼‍❤‍👨🏼,"couple with heart: woman, man, medium-light skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD,👩🏼‍❤️‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone"
1F469 1F3FC 200D 2764 200D 1F468 1F3FD,👩🏼‍❤‍👨🏽,"couple with heart: woman, man, medium-light skin tone, medium skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE,👩🏼‍❤️‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone"
1F469 1F3FC 200D 2764 200D 1F468 1F3FE,👩🏼‍❤‍👨🏾,"couple with heart: woman, man, medium-light skin tone, medium-dark skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF,👩🏼‍❤️‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone"
1F469 1F3FC 200D 2764 200D 1F468 1F3FF,👩🏼‍❤‍👨🏿,"couple with heart: woman, man, medium-light skin tone, dark skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB,👩🏽‍❤️‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone"
1F469 1F3FD 200D 2764 200D 1F468 1F3FB,👩🏽‍❤‍👨🏻,"couple with heart: woman, man, medium skin tone, light skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC,👩🏽‍❤️‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone"
1F469 1F3FD 200D 2764 200D 1F468 1F3FC,👩🏽‍❤‍👨🏼,"couple with heart: woman, man, medium skin tone, medium-light skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD,👩🏽‍❤️‍👨🏽,"couple with heart: woman, man, medium skin tone"
1F469 1F3FD 200D 2764 200D 1F468 1F3FD,👩🏽‍❤‍👨🏽,"couple with heart: woman, man, medium skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE,👩🏽‍❤️‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone"
1F469 1F3FD 200D 2764 200D 1F468 1F3FE,👩🏽‍❤‍👨🏾,"couple with heart: woman, man, medium skin tone, medium-dark skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF,👩🏽‍❤️‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone"
1F469 1F3FD 200D 2764 200D 1F468 1F3FF,👩🏽‍❤‍👨🏿,"couple with heart: woman, man, medium skin tone, dark skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB,👩🏾‍❤️‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone"
1F469 1F3FE 200D 2764 200D 1F468 1F3FB,👩🏾‍❤‍👨🏻,"couple with heart: woman, man, medium-dark skin tone, light skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC,👩🏾‍❤️‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone"
1F469 1F3FE 200D 2764 200D 1F468 1F3FC,👩🏾‍❤‍👨🏼,"couple with heart: woman, man, medium-dark skin tone, medium-light skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD,👩🏾‍❤️‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone"
1F469 1F3FE 200D 2764 200D 1F468 1F3FD,👩🏾‍❤‍👨🏽,"couple with heart: woman, man, medium-dark skin tone, medium skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE,👩🏾‍❤️‍👨🏾,"couple with heart: woman, man, medium-dark skin tone"
1F469 1F3FE 200D 2764 200D 1F468 1F3FE,👩🏾‍❤‍👨🏾,"couple with heart: woman, man, medium-dark skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF,👩🏾‍❤️‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone"
1F469 1F3FE 200D 2764 200D 1F468 1F3FF,👩🏾‍❤‍👨🏿,"couple with heart: woman, man, medium-dark skin tone, dark skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB,👩🏿‍❤️‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone"
1F469 1F3FF 200D 2764 200D 1F468 1F3FB,👩🏿‍❤‍👨🏻,"couple with heart: woman, man, dark skin tone, light skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC,👩🏿‍❤️‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone"
1F469 1F3FF 200D 2764 200D 1F468 1F3FC,👩🏿‍❤‍👨🏼,"couple with heart: woman, man, dark skin tone, medium-light skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD,👩🏿‍❤️‍👨🏽,"couple with heart: woman, man, dark skin tone, medium skin tone"
1F469 1F3FF 200D 2764 200D 1F468 1F3FD,👩🏿‍❤‍👨🏽,"couple with heart: woman, man, dark skin tone, medium skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE,👩🏿‍❤️‍👨🏾,"couple with heart: woman, man, dark skin tone, medium-dark skin tone"
1F469 1F3FF 200D 2764 200D 1F468 1F3FE,👩🏿‍❤‍👨🏾,"couple with heart: woman, man, dark skin tone, medium-dark skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF,👩🏿‍❤️‍👨🏿,"couple with heart: woman, man, dark skin tone"
1F469 1F3FF 200D 2764 200D 1F468 1F3FF,👩🏿‍❤‍👨🏿,"couple with heart: woman, man, dark skin tone"
1F468 200D 2764 FE0F 200D 1F468,👨‍❤️‍👨,"couple with heart: man, man"
1F468 200D 2764 200D 1F468,👨‍❤‍👨,"couple with heart: man, man"
1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FB,👨🏻‍❤️‍👨🏻,"couple with heart: man, man, light skin tone"
1F468 1F3FB 200D 2764 200D 1F468 1F3FB,👨🏻‍❤‍👨🏻,"couple with heart: man, man, light skin tone"
1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FC,👨🏻‍❤️‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone"
1F468 1F3FB 200D 2764 200D 1F468 1F3FC,👨🏻‍❤‍👨🏼,"couple with heart: man, man, light skin tone, medium-light skin tone"
1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FD,👨🏻‍❤️‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone"
1F468 1F3FB 200D 2764 200D 1F468 1F3FD,👨🏻‍❤‍👨🏽,"couple with heart: man, man, light skin tone, medium skin tone"
1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FE,👨🏻‍❤️‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone"
1F468 1F3FB 200D 2764 200D 1F468 1F3FE,👨🏻‍❤‍👨🏾,"couple with heart: man, man, light skin tone, medium-dark skin tone"
1F468 1F3FB 200D 2764 FE0F 200D 1F468 1F3FF,👨🏻‍❤️‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone"
1F468 1F3FB 200D 2764 200D 1F468 1F3FF,👨🏻‍❤‍👨🏿,"couple with heart: man, man, light skin tone, dark skin tone"
1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FB,👨🏼‍❤️‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone"
1F468 1F3FC 200D 2764 200D 1F468 1F3FB,👨🏼‍❤‍👨🏻,"couple with heart: man, man, medium-light skin tone, light skin tone"
1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FC,👨🏼‍❤️‍👨🏼,"couple with heart: man, man, medium-light skin tone"
1F468 1F3FC 200D 2764 200D 1F468 1F3FC,👨🏼‍❤‍👨🏼,"couple with heart: man, man, medium-light skin tone"
1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FD,👨🏼‍❤️‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone"
1F468 1F3FC 200D 2764 200D 1F468 1F3FD,👨🏼‍❤‍👨🏽,"couple with heart: man, man, medium-light skin tone, medium skin tone"
1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FE,👨🏼‍❤️‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone"
1F468 1F3FC 200D 2764 200D 1F468 1F3FE,👨🏼‍❤‍👨🏾,"couple with heart: man, man, medium-light skin tone, medium-dark skin tone"
1F468 1F3FC 200D 2764 FE0F 200D 1F468 1F3FF,👨🏼‍❤️‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone"
1F468 1F3FC 200D 2764 200D 1F468 1F3FF,👨🏼‍❤‍👨🏿,"couple with heart: man, man, medium-light skin tone, dark skin tone"
1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FB,👨🏽‍❤️‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone"
1F468 1F3FD 200D 2764 200D 1F468 1F3FB,👨🏽‍❤‍👨🏻,"couple with heart: man, man, medium skin tone, light skin tone"
1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FC,👨🏽‍❤️‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone"
1F468 1F3FD 200D 2764 200D 1F468 1F3FC,👨🏽‍❤‍👨🏼,"couple with heart: man, man, medium skin tone, medium-light skin tone"
1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FD,👨🏽‍❤️‍👨🏽,"couple with heart: man, man, medium skin tone"
1F468 1F3FD 200D 2764 200D 1F468 1F3FD,👨🏽‍❤‍👨🏽,"couple with heart: man, man, medium skin tone"
1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FE,👨🏽‍❤️‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone"
1F468 1F3FD 200D 2764 200D 1F468 1F3FE,👨🏽‍❤‍👨🏾,"couple with heart: man, man, medium skin tone, medium-dark skin tone"
1F468 1F3FD 200D 2764 FE0F 200D 1F468 1F3FF,👨🏽‍❤️‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone"
1F468 1F3FD 200D 2764 200D 1F468 1F3FF,👨🏽‍❤‍👨🏿,"couple with heart: man, man, medium skin tone, dark skin tone"
1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FB,👨🏾‍❤️‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone"
1F468 1F3FE 200D 2764 200D 1F468 1F3FB,👨🏾‍❤‍👨🏻,"couple with heart: man, man, medium-dark skin tone, light skin tone"
1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FC,👨🏾‍❤️‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone"
1F468 1F3FE 200D 2764 200D 1F468 1F3FC,👨🏾‍❤‍👨🏼,"couple with heart: man, man, medium-dark skin tone, medium-light skin tone"
1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FD,👨🏾‍❤️‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone"
1F468 1F3FE 200D 2764 200D 1F468 1F3FD,👨🏾‍❤‍👨🏽,"couple with heart: man, man, medium-dark skin tone, medium skin tone"
1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FE,👨🏾‍❤️‍👨🏾,"couple with heart: man, man, medium-dark skin tone"
1F468 1F3FE 200D 2764 200D 1F468 1F3FE,👨🏾‍❤‍👨🏾,"couple with heart: man, man, medium-dark skin tone"
1F468 1F3FE 200D 2764 FE0F 200D 1F468 1F3FF,👨🏾‍❤️‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone"
1F468 1F3FE 200D 2764 200D 1F468 1F3FF,👨🏾‍❤‍👨🏿,"couple with heart: man, man, medium-dark skin tone, dark skin tone"
1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FB,👨🏿‍❤️‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone"
1F468 1F3FF 200D 2764 200D 1F468 1F3FB,👨🏿‍❤‍👨🏻,"couple with heart: man, man, dark skin tone, light skin tone"
1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FC,👨🏿‍❤️‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone"
1F468 1F3FF 200D 2764 200D 1F468 1F3FC,👨🏿‍❤‍👨🏼,"couple with heart: man, man, dark skin tone, medium-light skin tone"
1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FD,👨🏿‍❤️‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone"
1F468 1F3FF 200D 2764 200D 1F468 1F3FD,👨🏿‍❤‍👨🏽,"couple with heart: man, man, dark skin tone, medium skin tone"
1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FE,👨🏿‍❤️‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone"
1F468 1F3FF 200D 2764 200D 1F468 1F3FE,👨🏿‍❤‍👨🏾,"couple with heart: man, man, dark skin tone, medium-dark skin tone"
1F468 1F3FF 200D 2764 FE0F 200D 1F468 1F3FF,👨🏿‍❤️‍👨🏿,"couple with heart: man, man, dark skin tone"
1F468 1F3FF 200D 2764 200D 1F468 1F3FF,👨🏿‍❤‍👨🏿,"couple with heart: man, man, dark skin tone"
1F469 200D 2764 FE0F 200D 1F469,👩‍❤️‍👩,"couple with heart: woman, woman"
1F469 200D 2764 200D 1F469,👩‍❤‍👩,"couple with heart: woman, woman"
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FB,👩🏻‍❤️‍👩🏻,"couple with heart: woman, woman, light skin tone"
1F469 1F3FB 200D 2764 200D 1F469 1F3FB,👩🏻‍❤‍👩🏻,"couple with heart: woman, woman, light skin tone"
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FC,👩🏻‍❤️‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone"
1F469 1F3FB 200D 2764 200D 1F469 1F3FC,👩🏻‍❤‍👩🏼,"couple with heart: woman, woman, light skin tone, medium-light skin tone"
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FD,👩🏻‍❤️‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone"
1F469 1F3FB 200D 2764 200D 1F469 1F3FD,👩🏻‍❤‍👩🏽,"couple with heart: woman, woman, light skin tone, medium skin tone"
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FE,👩🏻‍❤️‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone"
1F469 1F3FB 200D 2764 200D 1F469 1F3FE,👩🏻‍❤‍👩🏾,"couple with heart: woman, woman, light skin tone, medium-dark skin tone"
1F469 1F3FB 200D 2764 FE0F 200D 1F469 1F3FF,👩🏻‍❤️‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone"
1F469 1F3FB 200D 2764 200D 1F469 1F3FF,👩🏻‍❤‍👩🏿,"couple with heart: woman, woman, light skin tone, dark skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FB,👩🏼‍❤️‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone"
1F469 1F3FC 200D 2764 200D 1F469 1F3FB,👩🏼‍❤‍👩🏻,"couple with heart: woman, woman, medium-light skin tone, light skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FC,👩🏼‍❤️‍👩🏼,"couple with heart: woman, woman, medium-light skin tone"
1F469 1F3FC 200D 2764 200D 1F469 1F3FC,👩🏼‍❤‍👩🏼,"couple with heart: woman, woman, medium-light skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FD,👩🏼‍❤️‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone"
1F469 1F3FC 200D 2764 200D 1F469 1F3FD,👩🏼‍❤‍👩🏽,"couple with heart: woman, woman, medium-light skin tone, medium skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FE,👩🏼‍❤️‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone"
1F469 1F3FC 200D 2764 200D 1F469 1F3FE,👩🏼‍❤‍👩🏾,"couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone"
1F469 1F3FC 200D 2764 FE0F 200D 1F469 1F3FF,👩🏼‍❤️‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone"
1F469 1F3FC 200D 2764 200D 1F469 1F3FF,👩🏼‍❤‍👩🏿,"couple with heart: woman, woman, medium-light skin tone, dark skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FB,👩🏽‍❤️‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone"
1F469 1F3FD 200D 2764 200D 1F469 1F3FB,👩🏽‍❤‍👩🏻,"couple with heart: woman, woman, medium skin tone, light skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FC,👩🏽‍❤️‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone"
1F469 1F3FD 200D 2764 200D 1F469 1F3FC,👩🏽‍❤‍👩🏼,"couple with heart: woman, woman, medium skin tone, medium-light skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FD,👩🏽‍❤️‍👩🏽,"couple with heart: woman, woman, medium skin tone"
1F469 1F3FD 200D 2764 200D 1F469 1F3FD,👩🏽‍❤‍👩🏽,"couple with heart: woman, woman, medium skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FE,👩🏽‍❤️‍👩🏾,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone"
1F469 1F3FD 200D 2764 200D 1F469 1F3FE,👩🏽‍❤‍👩🏾,"couple with heart: woman, woman, medium skin tone, medium-dark skin tone"
1F469 1F3FD 200D 2764 FE0F 200D 1F469 1F3FF,👩🏽‍❤️‍👩🏿,"couple with heart: woman, woman, medium skin tone, dark skin tone"
1F469 1F3FD 200D 2764 200D 1F469 1F3FF,👩🏽‍❤‍👩🏿,"couple with heart: woman, woman, medium skin tone, dark skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FB,👩🏾‍❤️‍👩🏻,"couple with heart: woman, woman, medium-dark skin tone, light skin tone"
1F469 1F3FE 200D 2764 200D 1F469 1F3FB,👩🏾‍❤‍👩🏻,"couple with heart: woman, woman, medium-dark skin tone, light skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FC,👩🏾‍❤️‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone"
1F469 1F3FE 200D 2764 200D 1F469 1F3FC,👩🏾‍❤‍👩🏼,"couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FD,👩🏾‍❤️‍👩🏽,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone"
1F469 1F3FE 200D 2764 200D 1F469 1F3FD,👩🏾‍❤‍👩🏽,"couple with heart: woman, woman, medium-dark skin tone, medium skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FE,👩🏾‍❤️‍👩🏾,"couple with heart: woman, woman, medium-dark skin tone"
1F469 1F3FE 200D 2764 200D 1F469 1F3FE,👩🏾‍❤‍👩🏾,"couple with heart: woman, woman, medium-dark skin tone"
1F469 1F3FE 200D 2764 FE0F 200D 1F469 1F3FF,👩🏾‍❤️‍👩🏿,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone"
1F469 1F3FE 200D 2764 200D 1F469 1F3FF,👩🏾‍❤‍👩🏿,"couple with heart: woman, woman, medium-dark skin tone, dark skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FB,👩🏿‍❤️‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone"
1F469 1F3FF 200D 2764 200D 1F469 1F3FB,👩🏿‍❤‍👩🏻,"couple with heart: woman, woman, dark skin tone, light skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FC,👩🏿‍❤️‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone"
1F469 1F3FF 200D 2764 200D 1F469 1F3FC,👩🏿‍❤‍👩🏼,"couple with heart: woman, woman, dark skin tone, medium-light skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FD,👩🏿‍❤️‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone"
1F469 1F3FF 200D 2764 200D 1F469 1F3FD,👩🏿‍❤‍👩🏽,"couple with heart: woman, woman, dark skin tone, medium skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FE,👩🏿‍❤️‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone"
1F469 1F3FF 200D 2764 200D 1F469 1F3FE,👩🏿‍❤‍👩🏾,"couple with heart: woman, woman, dark skin tone, medium-dark skin tone"
1F469 1F3FF 200D 2764 FE0F 200D 1F469 1F3FF,👩🏿‍❤️‍👩🏿,"couple with heart: woman, woman, dark skin tone"
1F469 1F3FF 200D 2764 200D 1F469 1F3FF,👩🏿‍❤‍👩🏿,"couple with heart: woman, woman, dark skin tone"
1F468 200D 1F469 200D 1F466,👨‍👩‍👦,"family: man, woman, boy"
1F468 200D 1F469 200D 1F467,👨‍👩‍👧,"family: man, woman, girl"
1F468 200D 1F469 200D 1F467 200D 1F466,👨‍👩‍👧‍👦,"family: man, woman, girl, boy"
1F468 200D 1F469 200D 1F466 200D 1F466,👨‍👩‍👦‍👦,"family: man, woman, boy, boy"
1F468 200D 1F469 200D 1F467 200D 1F467,👨‍👩‍👧‍👧,"family: man, woman, girl, girl"
1F468 200D 1F468 200D 1F466,👨‍👨‍👦,"family: man, man, boy"
1F468 200D 1F468 200D 1F467,👨‍👨‍👧,"family: man, man, girl"
1F468 200D 1F468 200D 1F467 200D 1F466,👨‍👨‍👧‍👦,"family: man, man, girl, boy"
1F468 200D 1F468 200D 1F466 200D 1F466,👨‍👨‍👦‍👦,"family: man, man, boy, boy"
1F468 200D 1F468 200D 1F467 200D 1F467,👨‍👨‍👧‍👧,"family: man, man, girl, girl"
1F469 200D 1F469 200D 1F466,👩‍👩‍👦,"family: woman, woman, boy"
1F469 200D 1F469 200D 1F467,👩‍👩‍👧,"family: woman, woman, girl"
1F469 200D 1F469 200D 1F467 200D 1F466,👩‍👩‍👧‍👦,"family: woman, woman, girl, boy"
1F469 200D 1F469 200D 1F466 200D 1F466,👩‍👩‍👦‍👦,"family: woman, woman, boy, boy"
1F469 200D 1F469 200D 1F467 200D 1F467,👩‍👩‍👧‍👧,"family: woman, woman, girl, girl"
1F468 200D 1F466,👨‍👦,"family: man, boy"
1F468 200D 1F466 200D 1F466,👨‍👦‍👦,"family: man, boy, boy"
1F468 200D 1F467,👨‍👧,"family: man, girl"
1F468 200D 1F467 200D 1F466,👨‍👧‍👦,"family: man, girl, boy"
1F468 200D 1F467 200D 1F467,👨‍👧‍👧,"family: man, girl, girl"
1F469 200D 1F466,👩‍👦,"family: woman, boy"
1F469 200D 1F466 200D 1F466,👩‍👦‍👦,"family: woman, boy, boy"
1F469 200D 1F467,👩‍👧,"family: woman, girl"
1F469 200D 1F467 200D 1F466,👩‍👧‍👦,"family: woman, girl, boy"
1F469 200D 1F467 200D 1F467,👩‍👧‍👧,"family: woman, girl, girl"
1F5E3 FE0F,🗣️,speaking head
1F5E3,🗣,speaking head
